Depart,Arrivee,Distance
MDW,BHM,918555.357939
MDW,BKG,749289.253988
MDW,BNA,636329.538682
MDW,BOS,1381512.84415
MDW,BUF,751760.138336
MDW,BWI,980544.23925
MDW,CHS,1199397.67957
MDW,CLE,492483.007386
MDW,CLT,940144.760713
MDW,CMH,454273.672477
MDW,DEN,1437354.86762
MDW,DSM,491724.331154
MDW,DTW,366551.105745
MDW,EWR,1141079.26413
MDW,FLL,1880685.63034
MDW,GSP,905017.776202
MDW,HOU,1509798.96026
MDW,IAD,927081.987922
MDW,ICT,946312.783557
MDW,JAN,1073416.22948
MDW,JAX,1367669.40515
MDW,LAS,2441907.52921
MDW,LAX,2811536.37423
MDW,LGA,1163930.54817
MDW,LIT,876100.014527
MDW,MCI,649802.678329
MDW,MCO,1595407.00007
MDW,MEM,774403.548621
MDW,MHT,1344593.42078
MDW,MSP,560311.571256
MDW,MSY,1330385.15157
MDW,OAK,2960840.78491
MDW,OKC,1111331.4438
MDW,OMA,679437.129703
MDW,ONT,2739574.19908
MDW,ORF,1131132.28595
MDW,PDX,2810894.42575
MDW,PHL,1072930.62412
MDW,PHX,2319617.01835
MDW,PIT,645717.619899
MDW,PVD,1352644.00737
MDW,RDU,1016157.49971
MDW,RNO,2697549.78653
MDW,ROC,839636.699278
MDW,RSW,1781994.41749
MDW,SAN,2775973.56884
MDW,SAT,1668409.33253
MDW,SDF,436776.263895
MDW,SEA,2782193.23246
MDW,SFO,2977459.74106
MDW,SJC,2950323.74538
MDW,SLC,2020443.28412
MDW,SMF,2873945.19405
MDW,STL,404161.767458
MDW,TPA,1606904.21275
MDW,TUL,937504.36821
MDW,TUS,2313810.57931
MEM,BWI,1264912.67193
MEM,HOU,779614.682115
MEM,MCO,1100299.40907
MEM,MDW,774403.548621
MEM,TPA,1055406.63435
MHT,BWI,605616.985805
MHT,MCO,1839689.09012
MHT,MDW,1344593.42078
MHT,TPA,1939300.47266
MKE,ATL,1078354.00107
MKE,BOS,1380521.91963
MKE,BWI,1029494.53229
MKE,DCA,1018860.48405
MKE,DEN,1437986.33609
MKE,FLL,2003784.10109
MKE,LAS,2446973.47814
MKE,LAX,2820595.96715
MKE,LGA,1184663.09952
MKE,MCI,700180.167613
MKE,MCO,1719004.05683
MKE,MSP,477603.642023
MKE,MSY,1455622.36234
MKE,PHX,2346495.94789
MKE,RSW,1907747.98285
MKE,SEA,2719313.21738
MKE,SFO,2962354.78028
MKE,STL,511049.987133
MKE,TPA,1733204.73843
MSP,ATL,1459712.17384
MSP,DEN,1092368.15266
MSP,MCI,633008.000332
MSP,MCO,2110432.47841
MSP,MDW,560311.571256
MSP,MKE,477603.642023
MSP,PHX,2051681.27509
MSP,STL,721646.272166
MSY,ATL,683578.369439
MSY,AUS,713292.770122
MSY,BNA,758831.483733
MSY,BWI,1606161.31015
MSY,DAL,701341.172122
MSY,DEN,1708094.31226
MSY,EWR,1877433.54979
MSY,EYW,1034303.60581
MSY,FLL,1082827.25606
MSY,HOU,485877.739305
MSY,LAS,2409585.79213
MSY,LAX,2682860.36637
MSY,MCI,1111572.76445
MSY,MCO,885519.051852
MSY,MDW,1330385.15157
MSY,MKE,1455622.36234
MSY,PHX,2088929.92174
MSY,SAN,2568233.83452
MSY,STL,973599.843619
MSY,TPA,783961.527843
NAS,ATL,1169440.72567
OAK,ABQ,1427199.30277
OAK,AUS,2405300.3464
OAK,BOI,823055.043669
OAK,BUR,523413.493821
OAK,DEN,1536760.59839
OAK,GEG,1164893.24436
OAK,HOU,2638353.43656
OAK,LAS,654293.621334
OAK,LAX,542734.186187
OAK,MCI,2390572.9224
OAK,MDW,2960840.78491
OAK,ONT,582326.357786
OAK,PDX,875376.749193
OAK,PHX,1038234.10454
OAK,SAN,718364.515384
OAK,SEA,1081697.43977
OAK,SLC,944854.887729
OAK,SNA,597205.963665
OKC,ATL,1221650.58631
OKC,BWI,1894453.58805
OKC,DAL,291370.85968
OKC,DEN,796300.243079
OKC,HOU,675104.478359
OKC,LAS,1583860.73195
OKC,MDW,1111331.4438
OKC,PHX,1338524.21822
OKC,STL,741788.966827
OMA,DEN,758157.623229
OMA,LAS,1764923.26328
OMA,MDW,679437.129703
OMA,PHX,1667508.29118
OMA,STL,549304.018141
ONT,DEN,1315729.05902
ONT,LAS,316722.849046
ONT,MDW,2739574.19908
ONT,OAK,582326.357786
ONT,PHX,521352.563443
ONT,SJC,536417.225149
ONT,SMF,627301.999947
ORF,ATL,829702.067844
ORF,BWI,256885.055796
ORF,MCO,1055308.21889
ORF,MDW,1131132.28595
PBI,ATL,878002.814593
PBI,BWI,1425097.23451
PBI,ISP,1695772.15813
PDX,ABQ,1786611.42475
PDX,DEN,1592127.4253
PDX,LAS,1227639.21102
PDX,MCI,2378744.01652
PDX,MDW,2810894.42575
PDX,OAK,875376.749193
PDX,PHX,1625085.86295
PDX,RNO,715580.912321
PDX,SJC,916387.123387
PDX,SLC,1011735.72896
PDX,SMF,770962.916504
PHL,ATL,1071589.39489
PHL,BNA,1084299.51718
PHL,DEN,2500402.24069
PHL,FLL,1600634.11947
PHL,LAS,3494432.80392
PHL,MCO,1388558.89894
PHL,MDW,1072930.62412
PHL,PHX,3332785.94478
PHL,RSW,1600717.99272
PHL,STL,1306004.95625
PHL,TPA,1482744.58679
PHX,ABQ,527660.82032
PHX,ATL,2549046.03878
PHX,AUS,1400867.42955
PHX,BNA,2326291.45857
PHX,BOI,1184092.31854
PHX,BUF,3070682.58672
PHX,BUR,592416.926078
PHX,BWI,3209698.77843
PHX,CMH,2682803.38915
PHX,DEN,968500.22741
PHX,DTW,2683949.15639
PHX,ELP,557709.010328
PHX,EWR,3425335.53429
PHX,FLL,3168866.57389
PHX,GEG,1643862.76143
PHX,HOU,1638654.39006
PHX,IND,2390831.95357
PHX,LAS,410889.425688
PHX,LAX,594407.081705
PHX,LIT,1825058.67712
PHX,MCI,1676894.49546
PHX,MCO,2969649.63111
PHX,MDW,2319617.01835
PHX,MKE,2346495.94789
PHX,MSP,2051681.27509
PHX,MSY,2088929.92174
PHX,OAK,1038234.10454
PHX,OKC,1338524.21822
PHX,OMA,1667508.29118
PHX,ONT,521352.563443
PHX,PDX,1625085.86295
PHX,PHL,3332785.94478
PHX,PIT,2912964.3552
PHX,RDU,3036452.8047
PHX,RNO,966664.308008
PHX,SAN,488623.719679
PHX,SAT,1354103.32978
PHX,SDF,2418706.02001
PHX,SEA,1781855.03712
PHX,SFO,1046063.54333
PHX,SJC,998687.180316
PHX,SLC,817745.308853
PHX,SMF,1040022.6986
PHX,SNA,543295.416387
PHX,STL,2026781.02894
PHX,TPA,2872706.51747
PHX,TUL,1501751.23749
PIT,ATL,847972.956003
PIT,BNA,742627.416333
PIT,BWI,337685.624799
PIT,DEN,2070973.98416
PIT,DFW,1715707.06021
PIT,FLL,1603323.83743
PIT,HOU,1819909.22137
PIT,LAS,3066585.46799
PIT,MCO,1344832.79846
PIT,MDW,645717.619899
PIT,PHX,2912964.3552
PIT,RSW,1558089.64531
PIT,TPA,1407538.60136
PNS,BNA,630138.549399
PNS,HOU,784048.557285
PUJ,ATL,2313450.26531
PVD,BWI,527124.654492
PVD,FLL,1916170.5754
PVD,MCO,1728620.05549
PVD,MDW,1352644.00737
PVD,RSW,1935623.81573
PVD,TPA,1831683.24486
RDU,ATL,572248.504555
RDU,BNA,710163.806803
RDU,BWI,411529.481769
RDU,DEN,2306483.87675
RDU,FLL,1097975.36696
RDU,HOU,1687632.97462
RDU,LAS,3252842.89145
RDU,MCO,861451.501937
RDU,MDW,1016157.49971
RDU,PHX,3036452.8047
RDU,STL,1072030.03311
RDU,TPA,946891.631296
RIC,ATL,773176.920792
RIC,MCO,1075304.2325
RNO,DEN,1290882.7115
RNO,LAS,555777.520935
RNO,LAX,629616.691636
RNO,MDW,2697549.78653
RNO,PDX,715580.912321
RNO,PHX,966664.308008
RNO,SAN,787036.21779
RNO,SEA,907319.757637
ROC,BWI,446474.074748
ROC,MCO,1665559.31717
ROC,MDW,839636.699278
ROC,TPA,1739515.14569
RSW,ATL,830268.007127
RSW,BDL,1902187.36594
RSW,BWI,1482851.16465
RSW,CMH,1500571.18665
RSW,DCA,1438264.07387
RSW,IND,1524814.94241
RSW,MDW,1781994.41749
RSW,MKE,1907747.98285
RSW,PHL,1600717.99272
RSW,PIT,1558089.64531
RSW,PVD,1935623.81573
RSW,STL,1577613.83625
SAN,ABQ,1009205.07097
SAN,ATL,3037656.2252
SAN,AUS,1870020.36631
SAN,BNA,2812046.17428
SAN,BWI,3685579.15485
SAN,DEN,1371287.44036
SAN,HOU,2108390.98714
SAN,LAS,416390.058592
SAN,MCI,2142266.13288
SAN,MDW,2775973.56884
SAN,MSY,2568233.83452
SAN,OAK,718364.515384
SAN,PHX,488623.719679
SAN,RNO,787036.21779
SAN,SAT,1814346.7323
SAN,SFO,718902.693585
SAN,SJC,671410.197529
SAN,SMF,772637.301769
SAN,STL,2501143.1509
SAN,TUS,590408.016396
SAT,ATL,1404700.05659
SAT,BNA,1321622.01371
SAT,BWI,2261958.82072
SAT,DAL,399271.306746
SAT,DEN,1279944.21733
SAT,ELP,797194.975835
SAT,HOU,308778.213368
SAT,HRL,376152.970717
SAT,LAS,1717485.18617
SAT,LAX,1944655.46786
SAT,MCO,1672230.53452
SAT,MDW,1668409.33253
SAT,PHX,1354103.32978
SAT,SAN,1814346.7323
SAT,STL,1265879.50321
SAT,TPA,1561928.32146
SDF,ATL,518094.041074
SDF,BWI,794699.757509
SDF,DEN,1643595.66557
SDF,LAS,2607293.04703
SDF,MCO,1158641.29282
SDF,MDW,436776.263895
SDF,PHX,2418706.02001
SDF,TPA,1172422.46808
SEA,ABQ,1897325.69619
SEA,BWI,3748159.49743
SEA,DEN,1645077.24714
SEA,LAS,1395115.75586
SEA,MDW,2782193.23246
SEA,MKE,2719313.21738
SEA,OAK,1081697.43977
SEA,PHX,1781855.03712
SEA,RNO,907319.757637
SEA,SJC,1121987.09911
SEA,SLC,1106746.67978
SEA,SMF,975089.918451
SFO,ATL,3434710.83093
SFO,DEN,1552750.3989
SFO,LAS,664861.334705
SFO,LAX,543172.835017
SFO,MDW,2977459.74106
SFO,MKE,2962354.78028
SFO,PHX,1046063.54333
SFO,SAN,718902.693585
SFO,SNA,598241.044895
SJC,AUS,2371413.10676
SJC,BUR,476725.418204
SJC,DEN,1522310.83836
SJC,LAS,620456.986262
SJC,LAX,495723.856178
SJC,MDW,2950323.74538
SJC,ONT,536417.225149
SJC,PDX,916387.123387
SJC,PHX,998687.180316
SJC,SAN,671410.197529
SJC,SEA,1121987.09911
SJC,SNA,550460.520469
SJU,ATL,2490937.52445
SJU,BWI,2524506.18924
SJU,FLL,1683715.895
SJU,MCO,1913326.14471
SJU,TPA,1991312.33953
SLC,BWI,2993471.91683
SLC,DEN,627556.703067
SLC,LAS,591961.37796
SLC,LAX,949328.221816
SLC,MDW,2020443.28412
SLC,OAK,944854.887729
SLC,PDX,1011735.72896
SLC,PHX,817745.308853
SLC,SEA,1106746.67978
SMF,BUR,577276.965089
SMF,DEN,1459722.43062
SMF,LAS,638648.206863
SMF,LAX,600407.045886
SMF,MDW,2873945.19405
SMF,ONT,627301.999947
SMF,PDX,770962.916504
SMF,PHX,1040022.6986
SMF,SAN,772637.301769
SMF,SEA,975089.918451
SMF,SNA,650360.207013
SNA,DEN,1359689.16716
SNA,HOU,2179753.03592
SNA,LAS,364466.116717
SNA,OAK,597205.963665
SNA,PHX,543295.416387
SNA,SFO,598241.044895
SNA,SJC,550460.520469
SNA,SMF,650360.207013
STL,ATL,779007.217528
STL,BNA,437414.681433
STL,BOS,1680597.12175
STL,BWI,1184485.56015
STL,CMH,657419.109267
STL,DAL,878332.324762
STL,DCA,1154380.59918
STL,DEN,1235522.25387
STL,DTW,707105.996958
STL,ECP,1023957.85958
STL,EWR,1400349.72329
STL,FLL,1702254.46357
STL,GRR,614196.411738
STL,HOU,1107875.32768
STL,LAS,2201886.15745
STL,LAX,2556766.05041
STL,LGA,1425846.50759
STL,MCI,380143.969875
STL,MCO,1419932.15958
STL,MDW,404161.767458
STL,MKE,511049.987133
STL,MSP,721646.272166
STL,MSY,973599.843619
STL,OKC,741788.966827
STL,OMA,549304.018141
STL,PHL,1306004.95625
STL,PHX,2026781.02894
STL,RDU,1072030.03311
STL,RSW,1577613.83625
STL,SAN,2501143.1509
STL,SAT,1265879.50321
STL,TPA,1400319.08943
STL,TUL,563358.447413
TPA,ALB,1821014.46794
TPA,ATL,654954.662193
TPA,AUS,1490251.50001
TPA,BDL,1790540.0265
TPA,BHM,740480.467677
TPA,BNA,986455.67738
TPA,BUF,1698772.22492
TPA,BWI,1357904.4114
TPA,CAK,1442368.55841
TPA,CMH,1337246.32853
TPA,DAY,1335224.16399
TPA,DEN,2422526.43156
TPA,EYW,387959.62869
TPA,FLL,316798.402791
TPA,FNT,1670354.75606
TPA,GRR,1679076.21325
TPA,HOU,1254954.52715
TPA,IND,1350675.34462
TPA,ISP,1665306.22064
TPA,LAS,3187470.20944
TPA,MCI,1686848.75665
TPA,MDW,1606904.21275
TPA,MEM,1055406.63435
TPA,MHT,1939300.47266
TPA,MKE,1733204.73843
TPA,MSY,783961.527843
TPA,PHL,1482744.58679
TPA,PHX,2872706.51747
TPA,PIT,1407538.60136
TPA,PVD,1831683.24486
TPA,RDU,946891.631296
TPA,ROC,1739515.14569
TPA,SAT,1561928.32146
TPA,SDF,1172422.46808
TPA,SJU,1991312.33953
TPA,STL,1400319.08943
TUL,DAL,382953.248492
TUL,DEN,870042.719605
TUL,HOU,730866.998141
TUL,LAS,1727105.86129
TUL,MDW,937504.36821
TUL,PHX,1501751.23749
TUL,STL,563358.447413
TUS,DEN,1028802.56153
TUS,LAS,586921.522674
TUS,LAX,724931.24809
TUS,MDW,2313810.57931
TUS,SAN,590408.016396
HNL,LIH,163630.709681
HNL,LNY,116905.334933
HNL,OGG,161660.231258
LIH,HNL,163630.709681
LNY,HNL,116905.334933
OGG,HNL,161660.231258
ANU,YYZ,3394394.32686
ATL,JFK,1222084.7151
ATL,LGA,1224866.15603
ATL,YYZ,1191077.69334
AUA,YYZ,3586810.03775
AZS,YYZ,2866658.4895
BDA,YYZ,1810634.70694
BGI,YYZ,3908475.8023
CCC,YYZ,2355581.63693
CUN,YEG,4245791.60243
CUN,YHZ,3406858.63275
CUN,YUL,2969768.058
CUN,YVR,4475569.95489
CUN,YYC,4091029.98992
CUN,YYZ,2605318.40252
CVG,YYZ,664248.534158
DFW,YUL,2432245.35727
DFW,YVR,2819371.08452
DFW,YYC,2451206.24791
DFW,YYZ,1928413.06112
DTW,YYZ,343974.584137
FLL,YUL,2231309.69055
FLL,YYZ,1958114.92711
GCM,YYZ,2716208.52871
HNL,YVR,4353618.97114
JFK,YUL,537169.904565
JFK,YYC,3277150.93415
JFK,YYZ,588596.207302
KIN,YYZ,2874729.36518
KOA,YVR,4385259.45819
LAS,YEG,1919759.33521
LAS,YQR,1803650.14636
LAS,YUL,3595960.10423
LAS,YVR,1597187.87949
LAS,YWG,2107558.64609
LAS,YXE,1909072.20216
LAS,YYC,1674116.08477
LAS,YYJ,1551730.93346
LAS,YYZ,3120335.61966
LAX,YEG,2187075.08644
LAX,YVR,1740888.19765
LAX,YYC,1942036.29064
LAX,YYZ,3493956.16148
LGA,ATL,1224866.15603
LGA,MSY,1903374.61966
LGA,YHZ,959441.526389
LGA,YUL,521981.720795
LGA,YYZ,573149.326864
LIH,YVR,4382703.08073
LIR,YYZ,3722692.4708
MBJ,YHZ,3222742.40611
MBJ,YYZ,2803775.92649
MCO,YHZ,2411259.78209
MCO,YQM,2445134.78266
MCO,YYC,3711142.16748
MCO,YYT,3254715.11593
MCO,YYZ,1702079.23727
MIA,MSY,1084596.2641
MIA,YUL,2264700.73026
MIA,YYZ,1989503.17109
MSP,YUL,1524661.47065
MSP,YYZ,1088938.29435
MSY,LGA,1903374.61966
MSY,MIA,1084596.2641
MYR,YYZ,1113325.87877
NAS,YYZ,2081778.99805
OGG,YVR,4301605.024
ORD,YUL,1200651.76891
ORD,YVR,2831416.43467
ORD,YYC,2224283.01538
ORD,YYZ,700359.880438
PHX,YEG,2213545.37591
PHX,YYC,1972625.09427
PLS,YYZ,2528513.54886
POP,YYZ,2790158.78237
POS,YYZ,4078848.52871
PSP,YEG,2178419.90929
PSP,YVR,1794849.07806
PSP,YYC,1932417.68276
PUJ,YHZ,2960370.42879
PUJ,YUL,3032432.77923
PUJ,YYZ,2984310.60419
PVR,YEG,3697273.39067
PVR,YVR,3546682.41251
PVR,YYC,3469405.01883
RSW,YYZ,1915590.34145
SAN,YYC,2060057.12307
SFO,YVR,1288711.60792
SFO,YYC,1638429.60242
SJD,YVR,3126840.54059
SJD,YYC,3131234.25629
SJU,YYZ,3082380.72758
SNA,YVR,1780403.3678
SNU,YYZ,2355843.80698
SXM,YYZ,3243705.68057
TPA,YYZ,1765144.55408
UVF,YYZ,3775221.20942
VRA,YYZ,2301331.11232
YBR,YYC,1002173.26601
YCD,YYC,738565.571926
YDF,YYZ,1803651.53984
YEG,CUN,4245791.60243
YEG,LAS,1919759.33521
YEG,LAX,2187075.08644
YEG,PHX,2213545.37591
YEG,PSP,2178419.90929
YEG,PVR,3697273.39067
YEG,YHM,2702066.14588
YEG,YLW,546669.269009
YEG,YMM,401018.267861
YEG,YOW,2849354.67826
YEG,YQQ,877535.0835
YEG,YQR,689926.633871
YEG,YQU,402405.932882
YEG,YUL,2968747.6595
YEG,YVR,809051.676797
YEG,YWG,1186824.49558
YEG,YXE,479951.141752
YEG,YXX,774836.336296
YEG,YYC,246002.527406
YEG,YYJ,861290.932913
YEG,YYZ,2689089.12253
YEG,YZF,1019020.37911
YHM,YEG,2702066.14588
YHM,YHZ,1324601.54519
YHM,YQM,1248252.79248
YHM,YYC,2696506.53577
YHZ,CUN,3406858.63275
YHZ,LGA,959441.526389
YHZ,MBJ,3222742.40611
YHZ,MCO,2411259.78209
YHZ,PUJ,2960370.42879
YHZ,YHM,1324601.54519
YHZ,YOW,954799.909865
YHZ,YYC,3745171.14967
YHZ,YYT,880447.058204
YHZ,YYZ,1288273.80218
YKA,YYC,452608.808599
YKF,YYC,2649322.72335
YLW,YEG,546669.269009
YLW,YVR,287227.981413
YLW,YYC,399824.010982
YLW,YYJ,327571.755048
YLW,YYZ,3065529.50888
YMM,YEG,401018.267861
YMM,YYC,642545.040366
YMM,YYZ,2637160.97512
YOW,YEG,2849354.67826
YOW,YHZ,954799.909865
YOW,YWG,1688514.79622
YOW,YYC,2878567.49618
YOW,YYT,1766913.78433
YOW,YYZ,363498.785808
YQB,YYZ,731542.115499
YQG,YYC,2541055.83138
YQM,MCO,2445134.78266
YQM,YHM,1248252.79248
YQM,YYZ,1206530.44753
YQQ,YEG,877535.0835
YQQ,YYC,784862.742694
YQR,LAS,1803650.14636
YQR,YEG,689926.633871
YQR,YVR,1332365.13689
YQR,YWG,531825.086538
YQR,YYC,661695.974732
YQR,YYZ,2027768.79474
YQT,YWG,600366.17506
YQT,YYZ,911376.812804
YQU,YEG,402405.932882
YQU,YYC,556175.240628
YUL,CUN,2969768.058
YUL,DFW,2432245.35727
YUL,FLL,2231309.69055
YUL,JFK,537169.904565
YUL,LAS,3595960.10423
YUL,LGA,521981.720795
YUL,MIA,2264700.73026
YUL,MSP,1524661.47065
YUL,ORD,1200651.76891
YUL,PUJ,3032432.77923
YUL,YEG,2968747.6595
YUL,YVR,3682175.75209
YUL,YWG,1818358.98136
YUL,YYC,3005554.54754
YUL,YYZ,507189.972669
YVR,CUN,4475569.95489
YVR,DFW,2819371.08452
YVR,HNL,4353618.97114
YVR,KOA,4385259.45819
YVR,LAS,1597187.87949
YVR,LAX,1740888.19765
YVR,LIH,4382703.08073
YVR,OGG,4301605.024
YVR,ORD,2831416.43467
YVR,PSP,1794849.07806
YVR,PVR,3546682.41251
YVR,SFO,1288711.60792
YVR,SJD,3126840.54059
YVR,SNA,1780403.3678
YVR,YEG,809051.676797
YVR,YLW,287227.981413
YVR,YQR,1332365.13689
YVR,YUL,3682175.75209
YVR,YWG,1863917.48436
YVR,YXE,1204686.30657
YVR,YXJ,800257.207103
YVR,YXS,523287.417614
YVR,YXT,693279.714264
YVR,YYC,686381.817513
YVR,YYJ,63323.3033442
YVR,YYZ,3345546.66427
YWG,LAS,2107558.64609
YWG,YEG,1186824.49558
YWG,YOW,1688514.79622
YWG,YQR,531825.086538
YWG,YQT,600366.17506
YWG,YUL,1818358.98136
YWG,YVR,1863917.48436
YWG,YXE,706911.012372
YWG,YXU,1445574.45201
YWG,YYC,1191446.73084
YWG,YYZ,1504017.07103
YXE,LAS,1909072.20216
YXE,YEG,479951.141752
YXE,YVR,1204686.30657
YXE,YWG,706911.012372
YXE,YYC,518393.2952
YXE,YYZ,2209885.33919
YXJ,YVR,800257.207103
YXJ,YYC,720808.088286
YXS,YVR,523287.417614
YXS,YYC,661763.50526
YXT,YVR,693279.714264
YXU,YWG,1445574.45201
YXU,YYC,2620264.22992
YXX,YEG,774836.336296
YXX,YYC,638506.83802
YYC,CUN,4091029.98992
YYC,DFW,2451206.24791
YYC,JFK,3277150.93415
YYC,LAS,1674116.08477
YYC,LAX,1942036.29064
YYC,MCO,3711142.16748
YYC,ORD,2224283.01538
YYC,PHX,1972625.09427
YYC,PSP,1932417.68276
YYC,PVR,3469405.01883
YYC,SAN,2060057.12307
YYC,SFO,1638429.60242
YYC,SJD,3131234.25629
YYC,YBR,1002173.26601
YYC,YCD,738565.571926
YYC,YEG,246002.527406
YYC,YHM,2696506.53577
YYC,YHZ,3745171.14967
YYC,YKA,452608.808599
YYC,YKF,2649322.72335
YYC,YLW,399824.010982
YYC,YMM,642545.040366
YYC,YOW,2878567.49618
YYC,YQG,2541055.83138
YYC,YQQ,784862.742694
YYC,YQR,661695.974732
YYC,YQU,556175.240628
YYC,YUL,3005554.54754
YYC,YVR,686381.817513
YYC,YWG,1191446.73084
YYC,YXE,518393.2952
YYC,YXJ,720808.088286
YYC,YXS,661763.50526
YYC,YXU,2620264.22992
YYC,YXX,638506.83802
YYC,YYJ,726956.275405
YYC,YYZ,2689203.19981
YYG,YYZ,1327922.13331
YYJ,LAS,1551730.93346
YYJ,YEG,861290.932913
YYJ,YLW,327571.755048
YYJ,YVR,63323.3033442
YYJ,YYC,726956.275405
YYJ,YYZ,3370251.56358
YYT,MCO,3254715.11593
YYT,YHZ,880447.058204
YYT,YOW,1766913.78433
YYT,YYZ,2123463.16873
YYZ,ANU,3394394.32686
YYZ,ATL,1191077.69334
YYZ,AUA,3586810.03775
YYZ,AZS,2866658.4895
YYZ,BDA,1810634.70694
YYZ,BGI,3908475.8023
YYZ,CCC,2355581.63693
YYZ,CUN,2605318.40252
YYZ,CVG,664248.534158
YYZ,DFW,1928413.06112
YYZ,DTW,343974.584137
YYZ,FLL,1958114.92711
YYZ,GCM,2716208.52871
YYZ,JFK,588596.207302
YYZ,KIN,2874729.36518
YYZ,LAS,3120335.61966
YYZ,LAX,3493956.16148
YYZ,LGA,573149.326864
YYZ,LIR,3722692.4708
YYZ,MBJ,2803775.92649
YYZ,MCO,1702079.23727
YYZ,MIA,1989503.17109
YYZ,MSP,1088938.29435
YYZ,MYR,1113325.87877
YYZ,NAS,2081778.99805
YYZ,ORD,700359.880438
YYZ,PLS,2528513.54886
YYZ,POP,2790158.78237
YYZ,POS,4078848.52871
YYZ,PUJ,2984310.60419
YYZ,RSW,1915590.34145
YYZ,SJU,3082380.72758
YYZ,SNU,2355843.80698
YYZ,SXM,3243705.68057
YYZ,TPA,1765144.55408
YYZ,UVF,3775221.20942
YYZ,VRA,2301331.11232
YYZ,YDF,1803651.53984
YYZ,YEG,2689089.12253
YYZ,YHZ,1288273.80218
YYZ,YLW,3065529.50888
YYZ,YMM,2637160.97512
YYZ,YOW,363498.785808
YYZ,YQB,731542.115499
YYZ,YQM,1206530.44753
YYZ,YQR,2027768.79474
YYZ,YQT,911376.812804
YYZ,YUL,507189.972669
YYZ,YVR,3345546.66427
YYZ,YWG,1504017.07103
YYZ,YXE,2209885.33919
YYZ,YYC,2689203.19981
YYZ,YYG,1327922.13331
YYZ,YYJ,3370251.56358
YYZ,YYT,2123463.16873
YZF,YEG,1019020.37911
KEW,YRL,223744.346048
KIF,WNN,40151.1841141
KIF,YXL,352048.555542
MSA,XBE,75775.1468524
MSA,YXL,370131.946899
MSA,ZPB,57588.524714
MSA,ZRJ,62949.4947321
SUR,YXL,370936.928606
WNN,KIF,40151.1841141
WNN,SUR,54299.1073724
WNN,YXL,358194.442571
XBE,MSA,75775.1468524
XBE,YAX,95714.157166
XBE,YTL,75867.5633898
XBE,YXL,432471.803503
XKS,YTL,88807.1844276
XKS,YXL,440490.853839
YAC,YXL,179481.526322
YAC,ZRJ,139651.690508
YAX,XBE,95714.157166
YAX,YTL,21124.8303895
YER,YAX,270142.211971
YER,YTL,282891.262269
YER,YXL,714501.907885
YFH,YLH,70487.522704
YFH,YOG,138939.259181
YFH,YQT,368864.832959
YHP,YNO,96863.9794354
YHP,YRL,120660.878603
YLH,YFH,70487.522704
YLH,YWP,93154.9874251
YNO,YHP,96863.9794354
YNO,YRL,168039.832099
YOG,YFH,138939.259181
YPL,YQT,347748.832918
YPM,YHP,37945.4407429
YPM,YNO,101141.359394
YPM,YRL,84634.0097376
YPM,YVZ,93163.4093515
YPM,YXL,238620.674489
YQT,YFH,368864.832959
YQT,YWP,528362.366231
YQT,YXL,269475.683245
YRL,YPM,84634.0097376
YRL,YVZ,177635.315788
YRL,YXL,170254.684847
YRL,ZSJ,224196.395032
YTL,XBE,75867.5633898
YTL,XKS,88807.1844276
YTL,YER,282891.262269
YTL,YXL,434186.353869
YVZ,ZSJ,66176.0080498
YWP,YLH,93154.9874251
YWP,YPL,256698.497834
YXL,KIF,352048.555542
YXL,MSA,370131.946899
YXL,WNN,358194.442571
YXL,XBE,432471.803503
YXL,XKS,440490.853839
YXL,YAC,179481.526322
YXL,YAX,444783.313418
YXL,YER,714501.907885
YXL,YQT,269475.683245
YXL,YRL,170254.684847
YXL,YTL,434186.353869
YXL,ZPB,420478.212651
YXL,ZRJ,317304.537354
YXL,ZSJ,342775.301952
ZPB,MSA,57588.524714
ZPB,YXL,420478.212651
ZRJ,MSA,62949.4947321
ZRJ,YAC,139651.690508
ZSJ,KEW,34932.1680258
ZSJ,YPM,144797.210761
ZSJ,YRL,224196.395032
BGY,IEV,1623161.50079
BGY,LWO,1158415.56821
CGN,IEV,1637773.62845
DOK,KUT,753581.014059
DTM,IEV,1597749.89029
DTM,LWO,1164897.80856
FCO,LWO,1268453.66351
FMM,IEV,1488017.01002
GRO,IEV,2315387.19653
GRO,LWO,1853215.57098
HRK,KUT,984411.90669
IEV,BGY,1623161.50079
IEV,CGN,1637773.62845
IEV,DTM,1597749.89029
IEV,FMM,1488017.01002
IEV,GRO,2315387.19653
IEV,KTW,804471.74475
IEV,KUT,1297449.21431
IEV,LCA,1745480.37491
IEV,TSF,1452183.32093
IEV,VLC,2693398.89854
IEV,VNO,585820.052838
KTW,IEV,804471.74475
KUT,DOK,753581.014059
KUT,HRK,984411.90669
KUT,IEV,1297449.21431
LCA,IEV,1745480.37491
LWO,BGY,1158415.56821
LWO,DTM,1164897.80856
LWO,FCO,1268453.66351
LWO,GRO,1853215.57098
LWO,NAP,1245112.60162
LWO,TLV,2176777.04349
LWO,TSF,992553.010319
LWO,VLC,2233101.98573
NAP,LWO,1245112.60162
TLV,LWO,2176777.04349
TSF,IEV,1452183.32093
TSF,LWO,992553.010319
VLC,IEV,2693398.89854
VLC,LWO,2233101.98573
VNO,IEV,585820.052838
ALC,KEF,3208068.80646
CDG,KEF,2241077.34295
