Depart,Arrivee,Distance
HLD,TGO,653861.335297
HRB,PVG,1655359.2997
INC,PVG,1653533.54152
JUH,CTU,
JUH,SHA,
KHH,PVG,963367.746495
KIX,PVG,1307287.79162
KMG,BFJ,367274.169912
KMG,SHA,1946754.43353
KWE,CSX,659819.864408
KWE,HGH,1394373.38792
KWE,SHA,1505739.21614
KWE,SZX,830629.187809
KWL,HGH,1164310.15397
KWL,PVG,1326949.70439
LCX,SHA,760496.622902
LJG,CSX,1288003.57316
LJG,WUH,1427465.73752
MFM,PVG,1289910.20602
NNG,SHA,1615226.60546
OKA,PVG,791780.193292
PEK,SHA,1076516.86549
PVG,BAV,1490322.09304
PVG,BHY,1639276.97115
PVG,BKK,2897093.53956
PVG,CAN,1203111.7733
PVG,CGQ,1409046.76172
PVG,CJU,513078.011924
PVG,CKG,1461261.08502
PVG,CNX,2673981.2876
PVG,DLC,870136.042957
PVG,DOY,754367.186012
PVG,FOC,615728.176657
PVG,HAK,1685663.31596
PVG,HKG,1255701.97885
PVG,HKT,3533589.8311
PVG,HRB,1655359.2997
PVG,INC,1653533.54152
PVG,KHH,963367.746495
PVG,KIX,1307287.79162
PVG,KWL,1326949.70439
PVG,MFM,1289910.20602
PVG,OKA,791780.193292
PVG,SHE,1146230.57368
PVG,SYX,1895672.33703
PVG,SZX,1233088.36653
PVG,TAO,584772.123712
PVG,TGO,1380734.73274
PVG,TPE,676797.467873
PVG,TSN,975339.931683
PVG,WUH,725337.607484
PVG,XFN,907243.839764
PVG,XIY,1273139.31378
PVG,XMN,817889.02576
PVG,YNY,992513.950557
PVG,ZUH,1316071.69413
SHA,BFJ,1603333.13059
SHA,CAN,1175630.23665
SHA,CIH,943756.616307
SHA,CKG,1416970.64609
SHA,CSX,852104.772563
SHA,CTU,1659077.86005
SHA,INC,1613191.00801
SHA,JUH,
SHA,KMG,1946754.43353
SHA,KWE,1505739.21614
SHA,LCX,760496.622902
SHA,NNG,1615226.60546
SHA,PEK,1076516.86549
SHA,SYX,1869444.10916
SHA,SZX,1208477.12293
SHA,TAO,570527.682165
SHA,TSN,952821.189779
SHA,TYN,1079548.26791
SHA,URC,3272325.86577
SHA,WNZ,368339.945801
SHA,WUH,680914.318891
SHA,XIY,1229201.76655
SHA,XMN,804160.00839
SHA,ZUH,1291665.24842
SHE,PVG,1146230.57368
SYX,PVG,1895672.33703
SYX,SHA,1869444.10916
SZX,BHY,481140.779584
SZX,KWE,830629.187809
SZX,PVG,1233088.36653
SZX,SHA,1208477.12293
TAO,HGH,671263.003498
TAO,PVG,584772.123712
TAO,SHA,570527.682165
TGO,HLD,653861.335297
TGO,PVG,1380734.73274
TPE,PVG,676797.467873
TSN,PVG,975339.931683
TSN,SHA,952821.189779
TYN,SHA,1079548.26791
URC,SHA,3272325.86577
WNZ,CSX,749496.67481
WNZ,SHA,368339.945801
WUH,LJG,1427465.73752
WUH,PVG,725337.607484
WUH,SHA,680914.318891
XFN,PVG,907243.839764
XIY,PVG,1273139.31378
XIY,SHA,1229201.76655
XIY,XNN,649766.374472
XMN,PVG,817889.02576
XMN,SHA,804160.00839
XNN,XIY,649766.374472
YNY,PVG,992513.950557
ZUH,PVG,1316071.69413
ZUH,SHA,1291665.24842
ACE,FUE,60315.0496327
ADB,CDG,2295363.01723
AGA,BRU,2560524.91009
AGA,LIL,2477502.76482
AGP,BRU,1735479.3305
AGP,LIL,1658474.14948
AJA,LIL,1055479.85277
AYT,BRU,2597757.28001
BOJ,BRU,1973072.78135
BRU,ACE,2870662.54784
BRU,AGA,2560524.91009
BRU,AYT,2597757.28001
BRU,BOJ,1973072.78135
BRU,CFU,1735919.4286
BRU,CHQ,2322229.80961
BRU,DBV,1397232.75771
BRU,FNC,2664084.36968
BRU,HER,2395431.72528
BRU,IBZ,1359459.89874
BRU,JMK,2224280.29328
BRU,KGS,2379985.72812
BRU,LDE,923259.204736
BRU,LEI,1655089.5978
BRU,LPA,3050582.37107
BRU,MAH,1227630.97189
BRU,NBE,1715659.17422
BRU,PFO,2877992.04562
BRU,PMI,1269193.5496
BRU,RAK,2379516.99226
BRU,REU,1114120.59149
BRU,RHO,2471288.66215
BRU,TFS,3094922.70315
BRU,TIV,1435642.27327
BRU,VAR,1951498.76379
BRU,ZTH,1950753.10161
CDG,ADB,2295363.01723
CFU,BRU,1735919.4286
CFU,LIL,1789408.0057
CHQ,BRU,2322229.80961
DBV,BRU,1397232.75771
DBV,LIL,1457564.94498
FAO,AGP,310778.280812
FNC,BRU,2664084.36968
FUE,BRU,2930943.4632
FUE,TFS,269173.742999
GRO,BRU,1009416.16059
HER,BRU,2395431.72528
HER,LIL,2451559.58871
IBZ,BRU,1359459.89874
IBZ,MAH,268212.104796
JMK,JTR,115782.608028
JTR,BRU,2319792.01745
KGS,BRU,2379985.72812
LDE,BRU,923259.204736
LEI,BRU,1655089.5978
LGG,AGA,2573211.23733
LGG,HER,2324514.71167
LGG,LIL,166332.805057
LGG,PMI,1250529.09946
LGG,RHO,2398568.2308
LIL,AJA,1055479.85277
LIL,CFU,1789408.0057
LIL,DBV,1457564.94498
LIL,FAO,1744082.75697
LIL,FUE,2841213.18539
LIL,HER,2451559.58871
LIL,LGG,166332.805057
LIL,RHO,2537241.22761
LIL,SPU,1266215.06599
LPA,BRU,3050582.37107
MAH,BRU,1227630.97189
MAH,GRO,257670.851636
NBE,BRU,1715659.17422
OST,LGG,191386.034155
PFO,BRU,2877992.04562
PMI,BRU,1269193.5496
PMI,LGG,1250529.09946
PMI,OST,1294937.92482
RAK,BRU,2379516.99226
REU,BRU,1114120.59149
RHO,BRU,2471288.66215
RHO,LGG,2398568.2308
SPU,LIL,1266215.06599
TFS,BRU,3094922.70315
TFS,LIL,3001323.92348
TIV,BRU,1435642.27327
VAR,BRU,1951498.76379
ZTH,BRU,1950753.10161
DUS,LUX,189033.942951
LUX,DUS,189033.942951
BLE,GOT,358203.395347
BLE,ORB,135886.276571
GEV,KRN,79332.5167536
GEV,LLA,186025.060969
GOT,BLE,358203.395347
GOT,SDL,611633.812365
KRN,GEV,79332.5167536
LLA,GEV,186025.060969
LLA,SDL,405116.096091
LLA,UME,213534.870016
MMX,ORB,422641.119481
ORB,BLE,135886.276571
ORB,MMX,422641.119481
OSD,UME,294442.720066
SDL,GOT,611633.812365
SDL,LLA,405116.096091
UME,LLA,213534.870016
UME,OSD,294442.720066
AEB,CAN,647077.192131
AKU,URC,657143.594951
ALA,PEK,3271445.41539
ARN,TXL,838778.391488
AUH,CTU,4871825.72183
AUH,GVA,4926326.81125
AUH,JNB,6298555.193
AUH,KRT,2504993.00547
AUH,NBO,3443172.13238
AUH,PEK,5954835.44267
AUH,PVG,6549928.17394
BAV,PEK,560900.801164
BCN,BRU,1083784.01261
BIO,BRU,1012538.13283
BKK,NNG,1264595.8652
BKK,PEK,3317020.8198
BRU,BCN,1083784.01261
BRU,BIO,1012538.13283
BRU,CPH,754383.925007
BRU,FCO,1172594.69701
BRU,GVA,532099.679737
BRU,MAD,1313591.58478
BRU,MXP,664684.362123
BRU,PEK,7944905.47669
BRU,TXL,633229.958499
CAN,AEB,647077.192131
CAN,CGO,1238409.08124
CAN,CKG,965646.287526
CAN,DOY,1614980.78232
CAN,FOC,702406.451518
CAN,HAK,483629.365651
CAN,HFE,1012278.53938
CAN,HGH,1038399.41753
CAN,KHN,661545.98684
CAN,KWE,742426.87974
CAN,NGB,1081229.83781
CAN,NKG,1077814.01302
CAN,PEK,1881028.77631
CAN,SYX,695143.508325
CAN,TAO,1584601.5681
CAN,TPE,825860.074962
CAN,TSN,1790561.27728
CAN,TVS,1868391.77788
CAN,TYN,1597419.19238
CAN,URC,3277798.27904
CAN,WEF,1575828.10944
CAN,WNZ,908361.561689
CAN,XIY,1306014.23943
CAN,YIH,829944.43956
CGN,TXL,463174.381477
CGO,CAN,1238409.08124
CGO,CGQ,1395870.18636
CGO,DLC,844968.832782
CGO,FOC,1105831.28526
CGO,HAK,1655541.64875
CGO,HET,726019.116136
CGO,HGH,781330.417181
CGO,KRL,2539619.83667
CGO,KWE,1113837.10776
CGO,KWL,1097054.11281
CGO,SYX,1855759.5694
CGO,SZX,1321045.0377
CGO,URC,2485603.09142
CGO,XMN,1183872.88765
CGQ,CGO,1395870.18636
CGQ,PEK,804753.533582
CIH,HAK,1832418.36115
CIH,PEK,522434.763185
CIH,TSN,490037.119406
CIH,TYN,172480.790408
CIH,XMN,1386369.42294
CKG,CAN,965646.287526
CKG,CSX,662123.608472
CKG,ENY,815439.158023
CKG,HAK,1153899.3306
CKG,HGH,1328953.58268
CKG,HKG,1098072.19215
CKG,KWL,602283.915358
CKG,LHW,765251.219144
CKG,PEK,1464002.13841
CKG,SYX,1300093.97936
CKG,SZX,1063149.66157
CKG,URC,2313128.60161
CKG,WNZ,1398034.08482
CKG,XIY,562000.056099
CKG,XNN,869482.087696
CPH,BRU,754383.925007
CPH,TXL,342542.6898
CSX,CKG,662123.608472
CSX,FOC,685384.265462
CSX,HAK,959568.165785
CSX,HET,1413715.36977
CSX,HGH,735902.675882
CSX,LHW,1261319.09366
CSX,NGB,821738.796397
CSX,NNG,801097.636965
CSX,PEK,1357694.64296
CSX,SYX,1165841.25927
CSX,TNA,1033814.51315
CSX,TYN,1064194.72392
CSX,XIY,814833.097517
CSX,XMN,634994.371081
CSX,XUZ,759943.681896
CTU,AUH,4871825.72183
CTU,HAK,1351825.95175
CTU,HKG,1351621.869
CTU,JZH,254582.609574
CTU,PEK,1556027.00268
CTU,SZX,1318246.19634
CTU,URC,2071497.5743
CTU,XIY,622731.685965
DLC,CGO,844968.832782
DLC,HFE,886400.025843
DLC,JMU,1136866.17414
DLC,NGB,1016232.89464
DLC,NKG,838988.328264
DLC,PEK,442550.497292
DLC,TPE,1544534.19945
DLC,TYN,788318.222767
DLC,WEF,334151.337312
DLC,WUH,1128199.23201
DLC,XIY,1244231.16609
DOY,CAN,1614980.78232
DOY,HRB,1140444.38681
DOY,PEK,345287.770092
DUS,TXL,468747.45302
ENY,CKG,815439.158023
ENY,PEK,722402.664126
FCO,BRU,1172594.69701
FKB,TXL,557720.300341
FOC,CAN,702406.451518
FOC,CGO,1105831.28526
FOC,CSX,685384.265462
FOC,HAK,1154138.06546
FOC,HFE,689462.485965
FOC,HKG,709019.168783
FOC,NKG,650398.307478
FOC,PEK,1598543.12519
FOC,XIY,1410951.9746
FRA,TXL,433647.734149
GOT,TXL,571036.658829
GVA,AUH,4926326.81125
GVA,BRU,532099.679737
HAK,CAN,483629.365651
HAK,CGO,1655541.64875
HAK,CIH,1832418.36115
HAK,CKG,1153899.3306
HAK,CSX,959568.165785
HAK,CTU,1351825.95175
HAK,FOC,1154138.06546
HAK,HFE,1483314.53088
HAK,HGH,1521404.02797
HAK,HKG,445119.049805
HAK,KHN,1135150.10103
HAK,KMG,971630.158048
HAK,KWE,823804.499738
HAK,KWL,589047.710458
HAK,NKG,1557694.4411
HAK,NNG,380116.060515
HAK,PEK,2314828.60544
HAK,PVG,1685663.31596
HAK,SIN,2182823.8917
HAK,SZX,459331.783733
HAK,TPE,1245053.04532
HAK,TYN,1991675.61643
HAK,WUH,1263509.54277
HAK,XMN,940756.240435
HET,CGO,726019.116136
HET,CSX,1413715.36977
HET,HRB,1281013.27349
HET,PEK,411691.488712
HET,XIY,761628.008776
HFE,CAN,1012278.53938
HFE,DLC,886400.025843
HFE,FOC,689462.485965
HFE,HAK,1483314.53088
HFE,HRB,1721582.15894
HFE,LHW,1349446.24151
HFE,SYX,1694681.70153
HFE,SZX,1073117.46436
HFE,TYN,788519.864021
HFE,XMN,808691.220236
HGH,CAN,1038399.41753
HGH,CGO,781330.417181
HGH,CKG,1328953.58268
HGH,CSX,735902.675882
HGH,HAK,1521404.02797
HGH,HKG,1094102.47259
HGH,JNZ,1210218.18382
HGH,PEK,1149565.54318
HGH,SHE,1266386.86703
HGH,SYX,1731828.97771
HGH,SZX,1070559.04435
HGH,TYN,1102123.60299
HGH,WEF,723899.332125
HGH,WUH,599594.040788
HGH,XIY,1192583.71257
HKG,CKG,1098072.19215
HKG,CTU,1351621.869
HKG,FOC,709019.168783
HKG,HAK,445119.049805
HKG,HGH,1094102.47259
HKG,NKG,1157316.3245
HKG,PEK,1992044.07234
HKT,PEK,3990410.69367
HLD,PEK,1046263.34521
HRB,DOY,1140444.38681
HRB,HET,1281013.27349
HRB,HFE,1721582.15894
HRB,KHN,2072333.73643
HRB,PEK,999182.934596
HRB,TAO,1150785.44343
HRB,TNA,1231488.02892
HRB,TSN,1027012.87561
HTA,NZH,393317.731297
IKT,NZH,954040.794896
INC,XIY,511237.06115
JMU,DLC,1136866.17414
JMU,PEK,1346239.69353
JNB,AUH,6298555.193
JNZ,HGH,1210218.18382
JZH,CTU,254582.609574
KHG,URC,1065974.97278
KHN,CAN,661545.98684
KHN,HAK,1135150.10103
KHN,HRB,2072333.73643
KHN,PEK,1248629.1163
KHN,SHE,1544136.15751
KHN,XIY,917672.548867
KHN,XMN,528940.84866
KHV,PEK,1746219.11284
KJA,PEK,2506045.37515
KMG,HAK,971630.158048
KMG,PEK,2115192.04912
KMG,SZX,1155424.75205
KMG,XIY,1200127.21798
KRL,CGO,2539619.83667
KRL,URC,269057.437283
KRT,AUH,2504993.00547
KWE,CAN,742426.87974
KWE,CGO,1113837.10776
KWE,HAK,823804.499738
KWE,PEK,1756262.61915
KWE,SYX,954194.68626
KWE,SZX,830629.187809
KWE,WUH,862882.356224
KWL,CGO,1097054.11281
KWL,CKG,602283.915358
KWL,HAK,589047.710458
KWL,PEK,1761169.78634
KWL,TYN,1414426.88798
LAX,PVG,10415252.6784
LED,PEK,6056535.91625
LHW,CKG,765251.219144
LHW,CSX,1261319.09366
LHW,HFE,1349446.24151
LHW,PEK,1215828.40025
LHW,PVG,1769184.36591
LHW,SZX,1792243.01728
LHW,TPE,2079821.58639
LHW,TSN,1253158.26904
LHW,URC,1620540.25005
LHW,XIY,501608.970049
LYI,SZX,1450023.35027
MAD,BRU,1313591.58478
MDG,PEK,1174833.66407
MLE,PEK,5870650.104
MUC,TXL,479575.8211
MXP,BRU,664684.362123
NBO,AUH,3443172.13238
NDG,PEK,989895.142364
NGB,CAN,1081229.83781
NGB,CSX,821738.796397
NGB,DLC,1016232.89464
NGB,PEK,1223168.38212
NGB,SZX,1104373.10564
NGB,TAO,723152.87192
NGB,WEF,788953.428386
NKG,CAN,1077814.01302
NKG,DLC,838988.328264
NKG,FOC,650398.307478
NKG,HAK,1557694.4411
NKG,HKG,1157316.3245
NKG,SZX,1128341.2594
NKG,XIY,988172.955752
NNG,BKK,1264595.8652
NNG,CSX,801097.636965
NNG,HAK,380116.060515
NNG,PEK,2098041.70677
NUE,TXL,374080.192011
NZH,HTA,393317.731297
NZH,IKT,954040.794896
NZH,PEK,1056476.74498
ORD,PEK,10562441.6676
ORD,PVG,11333966.0615
OSL,TXL,859382.45613
OVB,PEK,2995242.03116
OVB,URC,1282369.56529
PEK,ALA,3271445.41539
PEK,AUH,5954835.44267
PEK,BAV,560900.801164
PEK,BKK,3317020.8198
PEK,BRU,7944905.47669
PEK,CAN,1881028.77631
PEK,CGQ,804753.533582
PEK,CIH,522434.763185
PEK,CKG,1464002.13841
PEK,CSX,1357694.64296
PEK,CTU,1556027.00268
PEK,DLC,442550.497292
PEK,DOY,345287.770092
PEK,ENY,722402.664126
PEK,FOC,1598543.12519
PEK,HAK,2314828.60544
PEK,HET,411691.488712
PEK,HGH,1149565.54318
PEK,HKG,1992044.07234
PEK,HKT,3990410.69367
PEK,HLD,1046263.34521
PEK,HRB,999182.934596
PEK,INC,926816.922712
PEK,JMU,1346239.69353
PEK,KHN,1248629.1163
PEK,KHV,1746219.11284
PEK,KJA,2506045.37515
PEK,KMG,2115192.04912
PEK,KWE,1756262.61915
PEK,KWL,1761169.78634
PEK,LED,6056535.91625
PEK,LHW,1215828.40025
PEK,MDG,1174833.66407
PEK,MLE,5870650.104
PEK,NDG,989895.142364
PEK,NGB,1223168.38212
PEK,NNG,2098041.70677
PEK,NZH,1056476.74498
PEK,ORD,10562441.6676
PEK,OVB,2995242.03116
PEK,PUS,1215216.28355
PEK,SEA,8679147.31713
PEK,SHA,1076516.86549
PEK,SVO,5795062.47235
PEK,SYX,2517328.45702
PEK,SZX,1956846.31679
PEK,TPE,1723395.89896
PEK,TXL,7356332.88332
PEK,URC,2430017.81451
PEK,UYN,623954.479136
PEK,WEF,441063.493185
PEK,WNZ,1408547.83267
PEK,WUA,834447.134836
PEK,WUH,1055770.45569
PEK,XIY,933537.754408
PEK,XMN,1733527.00585
PEK,XNN,1327133.20372
PEK,YIH,1144913.39242
PEK,YYZ,10560769.885
PUS,PEK,1215216.28355
PVG,AUH,6549928.17394
PVG,HAK,1685663.31596
PVG,LAX,10415252.6784
PVG,LHW,1769184.36591
PVG,ORD,11333966.0615
PVG,TYN,1115755.96293
PVG,WEF,660173.181104
PVG,XIY,1273139.31378
SCN,TXL,570765.020322
SEA,PEK,8679147.31713
SHA,PEK,1076516.86549
SHA,TSN,952821.189779
SHA,TYN,1079548.26791
SHA,URC,3272325.86577
SHE,HGH,1266386.86703
SHE,KHN,1544136.15751
SHE,TAO,622350.841956
SHE,TNA,726111.294986
SHE,WEF,637900.400052
SHE,XMN,1932298.6855
SIN,HAK,2182823.8917
SJW,SZX,1741296.03956
STR,TXL,516939.333118
SVO,PEK,5795062.47235
SYX,CAN,695143.508325
SYX,CGO,1855759.5694
SYX,CKG,1300093.97936
SYX,CSX,1165841.25927
SYX,HFE,1694681.70153
SYX,HGH,1731828.97771
SYX,KWE,954194.68626
SYX,PEK,2517328.45702
SYX,SZX,665045.02418
SYX,TNA,2199655.25864
SYX,XIY,1796347.80977
SZX,CGO,1321045.0377
SZX,CKG,1063149.66157
SZX,CTU,1318246.19634
SZX,HAK,459331.783733
SZX,HFE,1073117.46436
SZX,HGH,1070559.04435
SZX,KMG,1155424.75205
SZX,KWE,830629.187809
SZX,LHW,1792243.01728
SZX,LYI,1450023.35027
SZX,NGB,1104373.10564
SZX,NKG,1128341.2594
SZX,PEK,1956846.31679
SZX,SJW,1741296.03956
SZX,SYX,665045.02418
SZX,TNA,1614440.67807
SZX,TSN,1863410.05816
SZX,TYN,1683686.11503
SZX,URC,3375760.11837
SZX,XFN,1068157.3676
SZX,XIY,1402296.02242
SZX,XUZ,1320819.48616
SZX,YIH,923527.369568
TAO,CAN,1584601.5681
TAO,HRB,1150785.44343
TAO,NGB,723152.87192
TAO,SHE,622350.841956
TAO,WUH,835271.343966
TAO,XIY,1072564.6346
TNA,CSX,1033814.51315
TNA,HRB,1231488.02892
TNA,SHE,726111.294986
TNA,SYX,2199655.25864
TNA,SZX,1614440.67807
TNA,XIY,810025.421722
TPE,CAN,825860.074962
TPE,DLC,1544534.19945
TPE,HAK,1245053.04532
TPE,LHW,2079821.58639
TPE,PEK,1723395.89896
TPE,XIY,1590302.12877
TSN,CAN,1790561.27728
TSN,CIH,490037.119406
TSN,HRB,1027012.87561
TSN,LHW,1253158.26904
TSN,SHA,952821.189779
TSN,SZX,1863410.05816
TVS,CAN,1868391.77788
TXL,ARN,838778.391488
TXL,BRU,633229.958499
TXL,CGN,463174.381477
TXL,CPH,342542.6898
TXL,DUS,468747.45302
TXL,FKB,557720.300341
TXL,FRA,433647.734149
TXL,GOT,571036.658829
TXL,MUC,479575.8211
TXL,NUE,374080.192011
TXL,OSL,859382.45613
TXL,PEK,7356332.88332
TXL,SCN,570765.020322
TXL,STR,516939.333118
TXL,VIE,546704.83743
TXL,ZRH,659677.741632
TYN,CAN,1597419.19238
TYN,CIH,172480.790408
TYN,CSX,1064194.72392
TYN,DLC,788318.222767
TYN,HAK,1991675.61643
TYN,HFE,788519.864021
TYN,HGH,1102123.60299
TYN,KWL,1414426.88798
TYN,PVG,1115755.96293
TYN,SHA,1079548.26791
TYN,SZX,1683686.11503
URC,AKU,657143.594951
URC,CAN,3277798.27904
URC,CGO,2485603.09142
URC,CKG,2313128.60161
URC,CTU,2071497.5743
URC,KHG,1065974.97278
URC,KRL,269057.437283
URC,LHW,1620540.25005
URC,OVB,1282369.56529
URC,PEK,2430017.81451
URC,SHA,3272325.86577
URC,SZX,3375760.11837
URC,WUH,2758495.49235
URC,XIY,2105195.865
UYN,PEK,623954.479136
VIE,TXL,546704.83743
WEF,CAN,1575828.10944
WEF,DLC,334151.337312
WEF,HGH,723899.332125
WEF,NGB,788953.428386
WEF,PEK,441063.493185
WEF,PVG,660173.181104
WEF,SHE,637900.400052
WNZ,CAN,908361.561689
WNZ,CKG,1398034.08482
WNZ,PEK,1408547.83267
WNZ,WUH,718574.90166
WUA,PEK,834447.134836
WUA,XIY,619226.371038
WUH,DLC,1128199.23201
WUH,HAK,1263509.54277
WUH,HGH,599594.040788
WUH,KWE,862882.356224
WUH,PEK,1055770.45569
WUH,TAO,835271.343966
WUH,URC,2758495.49235
WUH,WNZ,718574.90166
WUH,XIY,653342.456693
XFN,SZX,1068157.3676
XIY,CAN,1306014.23943
XIY,CKG,562000.056099
XIY,CSX,814833.097517
XIY,CTU,622731.685965
XIY,DLC,1244231.16609
XIY,FOC,1410951.9746
XIY,HET,761628.008776
XIY,HGH,1192583.71257
XIY,INC,511237.06115
XIY,KHN,917672.548867
XIY,KMG,1200127.21798
XIY,LHW,501608.970049
XIY,NKG,988172.955752
XIY,PEK,933537.754408
XIY,PVG,1273139.31378
XIY,SYX,1796347.80977
XIY,SZX,1402296.02242
XIY,TAO,1072564.6346
XIY,TNA,810025.421722
XIY,TPE,1590302.12877
XIY,URC,2105195.865
XIY,WUA,619226.371038
XIY,WUH,653342.456693
XIY,XMN,1425336.3344
XIY,XNN,649766.374472
XIY,YIW,1205543.8682
XMN,CGO,1183872.88765
XMN,CIH,1386369.42294
XMN,CSX,634994.371081
XMN,HAK,940756.240435
XMN,HFE,808691.220236
XMN,KHN,528940.84866
XMN,PEK,1733527.00585
XMN,SHE,1932298.6855
XMN,XIY,1425336.3344
XMN,XUZ,1073765.80796
XNN,CKG,869482.087696
XNN,PEK,1327133.20372
XNN,XIY,649766.374472
XUZ,CSX,759943.681896
XUZ,SZX,1320819.48616
XUZ,XMN,1073765.80796
YIH,CAN,829944.43956
YIH,PEK,1144913.39242
YIH,SZX,923527.369568
YIW,XIY,1205543.8682
YYZ,PEK,10560769.885
ZRH,TXL,659677.741632
ACE,AMS,3005890.46579
ADB,AMS,2326886.079
AGA,AMS,2703745.30606
AGP,AMS,1883658.35293
AGP,EIN,1818705.94531
AGP,RTM,1838731.50167
AJA,OLB,128614.935842
ALC,AMS,1613156.73224
ALC,EIN,1535770.51619
ALC,RTM,1569314.82481
AMS,ACE,3005890.46579
AMS,ADB,2326886.079
AMS,AGP,1883658.35293
AMS,AJA,1194029.13914
AMS,ALC,1613156.73224
AMS,ATH,2181750.48438
AMS,AYT,2654806.88074
AMS,BCN,1241139.91384
AMS,BJV,2444523.79436
AMS,BRI,1538049.8039
AMS,CFU,1827492.80765
AMS,CHQ,2411302.96147
AMS,CMN,2327106.54554
AMS,CTA,1834876.71642
AMS,DLM,2554137.10206
AMS,EBL,3535446.29295
AMS,FAO,1969767.54859
AMS,FNC,2783502.46863
AMS,FUE,3066204.66031
AMS,GRO,1167045.75898
AMS,HER,2480933.77091
AMS,IBZ,1516667.65414
AMS,INN,733077.317104
AMS,JKH,2265273.63473
AMS,JMK,2300726.74168
AMS,JTR,2400023.44439
AMS,KGS,2451951.63695
AMS,KIT,2286367.24876
AMS,LIS,1846297.02949
AMS,LPA,3182776.21035
AMS,MLA,1982849.60501
AMS,NAP,1461084.32139
AMS,NCE,978864.737852
AMS,OPO,1594977.76314
AMS,PFO,2937788.54633
AMS,PMI,1426854.88696
AMS,PMO,1698663.5474
AMS,PSA,1045712.14866
AMS,PVK,1931072.36809
AMS,RAK,2524870.59798
AMS,RHO,2540896.71203
AMS,SAW,2246493.13857
AMS,SKG,1904809.30723
AMS,SMI,2364296.72406
AMS,SPC,3221410.37863
AMS,SUF,1732638.66128
AMS,SVQ,1852069.26419
AMS,TFS,3223920.29784
AMS,TLV,3311991.65892
AMS,TRN,818004.385528
AMS,VCE,936914.277016
AMS,VLC,1481113.72765
AMS,VRN,889028.002273
AMS,ZTH,2045772.97716
ATH,AMS,2181750.48438
ATH,EIN,2088995.42337
AYT,AMS,2654806.88074
AYT,EIN,2571366.95635
AYT,GRQ,2598943.87157
AYT,RTM,2655137.1117
BCN,AMS,1241139.91384
BCN,EIN,1156626.20719
BCN,RTM,1198758.79282
BJV,ADB,124379.604458
BJV,AMS,2444523.79436
BJV,EIN,2356626.23714
BJV,RTM,2441514.90714
BLQ,EIN,885245.475751
BRI,AMS,1538049.8039
BUD,RTM,1175503.39638
CFU,AMS,1827492.80765
CFU,EFL,172482.405854
CHQ,AMS,2411302.96147
CHQ,ZTH,381750.386059
CMN,AMS,2327106.54554
CPH,EIN,667441.637993
CTA,AMS,1834876.71642
DLM,AMS,2554137.10206
DLM,RTM,2551831.86103
EBL,AMS,3535446.29295
EFL,AMS,1993056.25148
EGC,RTM,843823.570356
EIN,AGP,1818705.94531
EIN,ALC,1535770.51619
EIN,ATH,2088995.42337
EIN,AYT,2571366.95635
EIN,BCN,1156626.20719
EIN,BJV,2356626.23714
EIN,BLQ,885245.475751
EIN,CPH,667441.637993
EIN,DLM,2467136.13914
EIN,FAO,1918529.38217
EIN,GRQ,202928.691709
EIN,IBZ,1432722.02241
EIN,INN,635197.119765
EIN,LIS,1804460.21971
EIN,LPA,3137349.73337
EIN,MAD,1398260.67923
EIN,NAP,1358350.55564
EIN,NCE,877273.322902
EIN,PMI,1338583.04095
EIN,RTM,85717.6683218
EIN,SAW,2169403.36256
EIN,TXL,555228.127128
EIN,VCE,836761.298816
EIN,VLC,1405057.57446
FAO,AMS,1969767.54859
FAO,EIN,1918529.38217
FAO,GRQ,2115129.25823
FAO,RTM,1924966.24558
FAO,SID,2691937.23143
FCO,RTM,1273858.52345
FNC,AMS,2783502.46863
FUE,ACE,60315.0496327
FUE,AMS,3066204.66031
GRO,AMS,1167045.75898
GRO,RTM,1125316.16933
GRQ,FAO,2115129.25823
GRQ,LPA,3330743.27113
GRQ,MST,251689.84072
GRQ,PMI,1536612.74031
HER,AMS,2480933.77091
HER,GRQ,2455128.10756
HER,RTM,2472234.1056
IBZ,AMS,1516667.65414
IBZ,EIN,1432722.02241
IBZ,RTM,1474063.34897
INN,AMS,733077.317104
INN,EIN,635197.119765
JKH,MJT,88725.8886709
JMK,JTR,115782.608028
JTR,AMS,2400023.44439
JTR,VOL,392377.204935
KGS,AMS,2451951.63695
KIT,KLX,124958.295483
KLX,AMS,2164149.38083
LEI,AMS,1807889.84216
LIS,AMS,1846297.02949
LIS,EIN,1804460.21971
LPA,ACE,207454.760488
LPA,AMS,3182776.21035
LPA,EIN,3137349.73337
MAD,EIN,1398260.67923
MAD,RTM,1413566.78159
MJT,AMS,2230969.71261
MLA,AMS,1982849.60501
MLA,NBE,364269.663597
MPL,RTM,932565.033608
MST,AYT,2518367.45345
MST,HER,2326531.23894
NAP,AMS,1461084.32139
NAP,EIN,1358350.55564
NBE,AMS,1859399.88878
NCE,AMS,978864.737852
NCE,EIN,877273.322902
NCE,RTM,945612.173065
OLB,AMS,1318945.67324
OPO,AMS,1594977.76314
PFO,AMS,2937788.54633
PMI,AMS,1426854.88696
PMI,EIN,1338583.04095
PMI,GRQ,1536612.74031
PMI,RTM,1385446.06353
PMO,CTA,190582.377413
PRG,RTM,716629.549086
PSA,AMS,1045712.14866
PVK,AMS,1931072.36809
RAK,AGA,198203.964982
RAK,AMS,2524870.59798
RAK,RTM,2479858.97969
RHO,AMS,2540896.71203
